 Do American Presidents get paid after they leave office?,1
 In pictures: National Poultry Show in UK,1
 Italian town calls paranormal researchers to probe buildings,1
 World Snooker doing nothing to attract black players: McLeod,1
 New York gets LED hammock installation ,0
" Over 5,800 complaints against Air India in 10 months: Govt",1
 In Pictures: Christmas decorations at the White House,1
 Trump wouldn&#39;t have won without Twitter: Salesforce CEO,1
" Telangana CM moves into new ₹50 crore, nine-acre house",1
 Sehwag tweets birthday wishes for Virat Kohli,1
 There are long but orderly queues: Arun Jaitley,1
 Delhi Metro&#39;s new train to drive itself from March 2017,1
 Schweinsteiger returns to training in Manchester United,1
 Pak actress Mahira&#39;s role cut down in SRK&#39;s Raees: Reports,1
 I read my own tweets for entertainment: Sehwag,1
" Chemists, crematoriums to accept ₹500, ₹1k notes till Nov 11",1
 Latin Americans march to condemn violence against women,1
 Hardik Patel urges his community to uproot BJP from Gujarat,1
 Don’t shut Mumbai school run by Zakir Naik’s NGO: Abu Azmi,1
 Robot that can perform multiple vertical jumps developed,0
 Villagers in UP block traffic over lack of cash at banks,1
 RBI likely to cut rates by 0.25% this fiscal: HSBC,1
 Free parking at all Indian airports till November 21,1
 Thailand makes 1st arrest for royal insult under new king,0
 18-year-old Mumbaikar Jehan Daruvala signs for Formula 3,1
 Meru Cabs CEO Siddhartha Pahwa quits,1
 Facebook testing new feature to find nearby Wi-Fi,1
 MobiKwik launches new app to work with slow internet,1
 Virat Kohli is twice as aggressive as I was: Sourav Ganguly,0
 Delhi government intensifies drive against open drinking,0
 Mulayam’s cousin Ram Gopal breaks down during press meet,1
 SC accepts Azam Khan&#39;s apology over Bulandshahr rape case,0
 SC refuses to stay Centre&#39;s demonetisation plan,1
 Julia Roberts to play lead role in upcoming TV series,0
" Yasin Bhatkal, 4 others sentenced to death for 2013 blasts ",0
 Bal Thackeray started career as a cartoonist,1
 Pak did not play in both Jr Hockey World Cups won by India,0
 Russian artists turns book covers into bags,1
 J&amp;J faces over $1 bn penalty over faulty hip implants,1
 Samsung’s software update to stop Note 7 from charging ,0
 Tsunami waves hit New Zealand after 7.8 magnitude earthquake,1
" Black money saves economy during recession, says UP CM",1
" Not feasible to hold national, state polls together: HC",1
 New notes made available in 1.55 lakh post offices,1
 DGCA asks for suspension of pilots involved in Mamata fiasco,0
 Activists demand redrafting transgenders bill,1
" Old ₹500, ₹1000 notes found in stream in Uttarakhand",0
 UK scientists apply for genetically modified wheat trial,1
 &#39;Rock On 2&#39; earns ₹7 crore in its opening weekend,1
 &#39;Thunderstorm asthma&#39; kills 4 people in Australia,1
 13-year-old boy donates ₹17 lakh to buy shoes for children,1
 Indore-Patna Express death toll rises to 133,1
 L-G Najeeb Jung calls Kejriwal a &#39;gentleman&#39;,1
 Starc has most first-over dismissals since Jan 2015,1
 ICICI Bank cuts home loan rate by 0.15%,1
 RPI to field Rakhi Sawant against Mayawati in UP polls,1
 HTC add-on turns Vive into wireless VR headset,1
" &#39;Aamir, his Dangal co-stars to feature on Koffee With Karan&#39;",0
 Jio could face ₹500 fine for using PM Modi’s photo in ads,1
 Don&#39;t use ink in poll-bound states: EC to Finance Ministry,1
 Inconvenience trivial in nation&#39;s interest: Ajay Devgn,1
 Japan&#39;s Fukishima nuke disaster costs double to ₹12.7L crore,0
 Exhibition for blind opens in Czech Republic,0
 World record for most people doing headstands set in Chennai,0
 42-year-old Misbah takes diving catch to dismiss Khawaja,0
 Restaurant fined ₹8.6 crore after wire served in dish,1
 Context helps the brain react to sounds: Study,1
 Replace Dhoni as captain at your peril: Gary Kirsten,1
" 4 militants, 2 Pak soldiers killed in attack on mosque",1
 Japanese town is always shrouded in steam: Report,1
 Centre may take up christian Divorce Amendment Bill,1
 Odd-even to be reinstated in case of pollution emergency: SC,1
 Decide if yoga should be compulsory in schools: SC to Centre,1
 PM has made economy &#39;cashless&#39; as people have no cash: Rahul,0
 Disha Patani most searched actress in India in 2016: Google,1
 Note ban shows govt&#39;s authoritarian nature: Amartya Sen,1
 Note ban may leave over 48 lakh workers jobless: Congress,0
 New Amazon ad features priest and imam ,1
 Spoof messages appear on scoreboard during Ind-Eng Test,0
 Mutilated body of man found dumped in Delhi&#39;s Sangam Vihar,1
" Wearable device can reduce fat, treat type 2 diabetes",1
" Rahul misses double ton by 1 run, India end Day 3 at 391/4",0
 Anti-Trump protests break out in major cities: Reports,1
 UNESCO includes Yoga in Intangible Cultural Heritage list,1
" Khalistani terrorist, who escaped Punjab jail, arrested",1
 3 Englishmen have made 100s in same innings in Asia twice ,1
 JNU students oppose move to cover their protest venue,0
 Scrapping Iran nuclear deal would be disastrous: CIA chief,1
 Kerala newspaper gives &#34;scientific&#34; tips for conceiving boys,0
 Indian Hockey team dedicates Asian Champions Trophy to Army,1
 Turkey issues travel warning after Trump&#39;s victory,1
 Umpires to &#39;red card&#39; cricketers under proposed law,1
 ED searches 40 locations across country for black money,1
 Congress rules out alliance with SP for UP polls,0
" 5,000-year old beer recipe discovered in China",1
 Mumbai girl places positive messages for strangers to find,1
 Secret tapes reveal North Korean leader&#39;s frustrations,1
 Won’t let Trump harm Iran nuclear deal: Iran Prez,0
 SRK&#39;s spokesperson denies Thackeray&#39;s statement on Mahira,0
 Flipkart&#39;s CTO Peeyush Ranjan quits,1
 K’taka Minister watches porn during Tipu Jayanti event,1
 Fashion designer Tommy Hilfiger&#39;s biography published,1
  Tisca Chopra&#39;s short film &#39;Chutney&#39; released,1
 Need a month to prepare for odd-even scheme: Delhi govt,0
 Facebook commits $20 million to affordable housing project,1
 HRD issues 12 recommendations to prevent campus suicides,0
 Corruption allegations against PM Modi are baseless: BJP,1
 Reliance Lyf smartphone explodes and catches fire,1
 India-born &#39;inventor of email&#39; wins ₹5 crore lawsuit,1
 Army jawan martyred during ceasefire violation by Pak in J&amp;K,1
 Justice JS Khehar to be next Chief Justice of India,0
 Ravish Kumar recites &#39;Love in the time of note bandi&#39;,1
 Child born out of rape entitled to compensation: Delhi HC,0
 Researchers confirm decades-old theory of phase transitions,1
 H&#39;wood outsources our talent as we don’t respect it: Manoj,0
 Colombia to sign new peace deal with FARC rebels,1
 Project to document 84 ways of draping a sari through videos,1
" Terrorists have ₹2,000 notes, but I don&#39;t: Omar Abdullah",1
 Hopeful of recovering ₹10L cr after note scrap: Govt to SC ,1
 Flipkart not to take 40% space in new campus to cut costs,1
" Ranveer, Vaani starrer &#39;Befikre&#39; hits the theatres",0
 China adopts stricter cyber-security law,1
 Nearly 50% jump in demand for air purifiers in Delhi,1
 German city to name street after former prostitute,1
 13 killed in Indonesian air force plane crash,0
 Support India in fighting terrorism: Israeli President,1
 Matchmaking site ties up with Aadhaar to ensure authenticity,1
" England, Spain footballers do the Mannequin challenge",1
 Tata Chemicals Director quits amid dispute with firm&#39;s board,1
 Two men held for forcing black man into coffin in S Africa,1
 200% penalty if deposits above ₹10L don&#39;t match with income,1
 Australian team unveils pod design at Hyperloop competition,1
 Demonetisation good but execution poor: Infosys Co-founder,1
 3-year-old saves diabetic father&#39;s life,1
 Iraq gives army status to Shi&#39;ite militia group,1
 Thefts in Bengaluru drop by over 50% after demonetisation,1
 UK considers inviting Donald Trump for state visit,1
" Lego to appoint its 1st foreign CEO, replace long-time chief",0
 Canadian firefighters rescue moose trapped in frozen river,0
 Active volcano Mount Helens rests on a cold rock slab: Study,1
 Why do some people enjoy watching horror movies?,1
" Need clear tax laws to prevent black money, says Panagariya",0
 Crime rate in Delhi this year lowest in a decade,0
" Longest high-five chain has 3,473 participants",0
" Retired couple donates all wealth to Army, NGOs, relief fund",1
" Gambhir, Pandya named in Indian squad for England Tests",1
 Apple plans to use drones to improve Maps,1
 Vodafone outlets allow cash withdrawal using digital wallet,1
 People in Delhi perform puja to cashless ATM,1
 Air Force has airlifted 160 tonnes of banknotes since Nov 19,1
" Old ₹500, ₹1k notes accepted at toll plazas till Nov 11",1
" Provide limited free data to rural subscribers, says TRAI",0
 Tata Sons unveils new management team after Mistry&#39;s exit,1
 Jayalalithaa has recovered completely : Apollo Hospital,1
 Philippines may pull out of ‘useless’ ICC: Duterte,1
 Purchases from cooperative stores limited to ₹5k till Dec 15,1
 13-year-old scores 326 off 137 balls in Mumbai tournament,1
" Note scrap a harder option, will leave footprints: Jaitley",0
 Will recognise Jerusalem as Israeli capital: Trump adviser,1
 Withdrawal limit to ease after 80% remonetisation: Report,0
 Denmark&#39;s only 3-star restaurant fined over hygiene issues,1
 Why is the Hindi film industry called Bollywood?,1
 Ohio winner has gone to win US Prez elections since 1964,1
 Johnny Depp most overpaid Hollywood actor in 2016: Forbes,0
 New General Secretary will be selected unanimously: AIADMK,0
 Old notes worth ₹11.55 lakh cr recovered post demonetisation,0
 HC stays appointments of 668 panchayat secretaries in Punjab,0
 Patient&#39;s fart ignites fire at Tokyo hospital,1
 Parsees to face Englishmen to commemorate 1886 tour,1
 Celebrity kids crave for normalcy in their lives: Sonakshi,0
 &#39;Ladli Lakshmi Yojana&#39; benefited over 23L girls: MP CM,1
 Microsoft partners Elon Musk-backed AI project,1
 &#39;Chinese contribution to global growth to remain around 30%&#39;,1
 Sasikala tried to kill Jayalalithaa: Expelled AIADMK leader,0
 Donald Trump named TIME Person of the Year 2016,1
 What happens when the airplane toilet is flushed?,1
 World&#39;s tallest tropical trees discovered in Borneo,1
 Farhan Akhtar features on November cover of GQ India,1
 Bernard Cazeneuve named new French PM,0
 Polish couple robbed near Haji Ali in Mumbai,1
 Juhi Chawla represented India at Miss Universe in 1984,1
 Google launches new Android OS for smart devices,0
 Malayalam actress arrested for financial fraud of ₹130 cr,0
 Rotating tower to come up in Dubai by 2020,1
" Number of homeless due to Indonesia quake soars to 43,000",0
 Telangana CM&#39;s new house has a bulletproof bathroom,1
 Trump leads Clinton for first time since May: Poll,1
 Air New Zealand named world&#39;s best airline for 4th year,1
 Actress slams users asking her breast size on live FB chat,1
 Zebrafish protein may be key for spinal cord repair,1
 US manufacturing output rises for 2nd straight month in Oct,1
 Museum dedicated to burgers opens in Miami,0
 &#39;India&#39;s growth to be more than China&#39;s despite note scrap&#39;,1
 Not entering SRK&#39;s territory with &#39;Befikre&#39;: Ranveer,1
 Jim Parsons to star in film on Brother Orange: Report,1
" Philippines&#39; Duterte, Malaysian PM perform duet",1
 Goa can host Sunburn if festival pays dues: Tourism Minister,1
 UK industrialist may be appointed new Tata chairman: Report,1
 Fan sets record for shouting &#39;goal&#39; for the longest time,0
" Inaction will only embolden terrorists in Afghan, India: PM",0
 Orphaned polar bear finds home at zoo in Canada,1
 Demonetisation would only affect the common man: Chidambaram,1
 Karan will host my 50th birthday party: Manish Malhotra,0
 Free parking at airports extended till November 28,1
 Madrid set unbeaten run record after Ramos&#39; 90th min winner,0
 Fighter asked to shave off beard before UFC bout,0
" Navy, Coast Guard discuss inter-operatability issues",1
 Job listing offers ₹25k for reviewing fried chicken in Aus,1
 Ceres dwarf planet has more water than Earth: Study,1
 Nadella reacts to Tim Cook&#39;s Surface laptop comment from &#39;12,1
 Yuvraj visits Parliament to invite PM Modi to his wedding,1
 ₹71 lakh in new currency notes seized in Karnataka,0
 Delhi pollution: 568 vehicles booked for not having PUC,1
 BSF destroys 14 Pakistani posts after Pak attack,1
 Facebook buys stolen passwords from black market,1
 Du Plessis files appeal against ICC after tampering charge,1
 Proposal to set up ‘green hospital’ project at AIIMS cleared,1
 Transfer of property from senior citizens can be revoked: HC,1
 &#39;China Prez&#39;s core leader title not sign of dictatorship&#39;,1
 I wear my stardom like a T-shirt not a tuxedo: SRK,1
" Bachchan, Akshay to star in R Balki&#39;s film: Report",1
 Mistry&#39;s removal was necessary for group: Ratan Tata,1
 Bachchan&#39;s &#39;Pink&#39; invited for special screening at UN,1
" &#39;I scored India&#39;s fastest first-class ton, not Rishabh Pant&#39;",1
 Airtel CEO Gopal Vittal rules out free voice calls,1
 Ashwin gets DRS appeal right to dismiss Stokes,1
 NASA astronaut set to become oldest woman in space,1
 England cricket team unhappy with India Test schedule,1
 Walt Disney got 7 dwarf Oscar statuettes for Snow White film,0
 Airports allow banks to open currency exchange counters,1
 MP introduces yoga in schools to curb student suicides,1
 What is the purpose of baby teeth?,1
 20 cr Indians suffer from high blood pressure: Study,1
 Airbus wins 13 planes&#39; order from Japanese carrier for $1.4B,1
 &#39;End of the world&#39; among top Google searches after Trump win,1
" Life of Chhattisgarh CM of 13 years, Raman Singh",1
" No Bharat bandh, but will protest against note ban: Congress",1
 62 IAS officers transferred in Rajasthan,1
 Yuvraj shares selfie with Hazel from their Mehendi cermeony,1
" 2,500-year-old pottery reveals human organs and killer virus",0
 Mamata cheerleader of all anti-social elements: BJP leader,1
" Child drowns, mother survives after stroll on Juhu beach",1
 Pakistan approves 2.5 times increase in salary of MPs,1
 Apple update adds emoji with long nose,0
 In Pictures: Obamas&#39; home after they leave the White House,1
 DRS called a &#34;failure&#34; after Mitchell Marsh dismissal,1
 Mice can sense inhaled oxygen levels: Study,0
 Delhi Zoo records 500 stork births amid bird flu scare,1
 Pizza Hut once made delivery to International Space Station,1
 &#39;The Big Bang Theory to get spinoff called Sheldon&#39;,1
 Gautam Gambhir has changed his batting stance,1
 &#39;PPAP&#39; singer features in &#39;Sesame Street&#39; show,1
 TN cabinet met in hospital after Jaya&#39;s cardiac arrest,0
 Rahane gifts jersey to Bayern Munich f&#39;baller on Diwali,1
 10 crore transactions happened in banks in last 2 days,1
 PM addresses rally via phone after helicopter fails to land,0
 Video: Why do birds fly in V-shape?,1
 Aishwarya Rai features on Nov cover of Harper&#39;s Bazaar,1
" Unaccounted deposits may face 50% tax, 4 year lock-in",1
 J&amp;K journalist booked over report blaming forces for arson,0
 Hillary Clinton contesting in 2016 US Prez elections,1
 Cracker-free Diwali in 8 Tamil Nadu villages for 17 yrs ,1
 &#39;Relation with Alia too serious to be discussed in public&#39;,1
 More selfie deaths in India than rest of the world combined,1
" CAT, NEET, NET exams to be linked with Aadhaar: Report",0
" Water exists 400-600km into mantle, far deeper than believed",1
 SA wins its 3rd consecutive Test series in Australia,1
 Google launches VR tour of Christmas decorations at NY shops,0
 Over 160 killed as church collapses in Nigeria,1
 Japanese factory flooded with Trump mask requests,1
 Stokes&#39; 4 Test tons have come in 4 different continents,1
 Trump will be impeached: Prof who predicted 8 US Prez wins,1
 Free WiFi in all colleges in Bihar from Feb 17: Nitish,1
 Sony announces interactive platform to play card games,0
 UK faces legal challenge to Brexit,1
 New UK £5 notes contain animal fat,1
 Korg launches new synthesiser app for iOS,1
 Syrian rebels kill 17 protesters with machine gun,1
 Pilot goes missing for second time during air rally,1
" Nation wants to know who is Sonam Gupta, tweets user",1
 12-year-old tried to plant a bomb in German market: Reports,0
 Delhi cops seize device used to change stolen phones&#39; code,1
" Ashwin, Anderson engage in on-field verbal spat",0
" 4 injured, 700 people rendered homeless in Delhi slum fire",1
 Google launches personal safety app &#39;Trusted Contacts&#39;,0
 Why Google Pixel is more expensive than Nexus phones?,1
" Trump, Kanye West meet to discuss multicultural issues",0
 India has 2.48 lakh adults in world&#39;s top 1% wealth holders,1
 Egyptian bookshop opens &#39;scream room&#39;,1
 IOC gives women&#39;s sports award to a male journalist,1
 Bombay HC convicts 6 in securities scam after 24 years,1
 19-metre-high wave sets world record: UN,0
 Centre proposes making airbags mandatory in all vehicles,1
" Video shows making of Iulia, Himesh&#39;s new single",0
 Gambia&#39;s President rejects election result after defeat,0
 Player sent off for tackling friend; Later drives him home,1
 Demonetisation was &#39;firebombing&#39; on honest people: Rahul,0
 China gives Nepal ₹986 cr aid for post-quake reconstruction,0
" No need to waste time standing outside banks, ATMs: Modi",0
 Cut the cake by ghumaoing knife like sword: Sehwag to Jadeja,0
 Israel slammed over its &#39;war on NGOs&#39;,1
 Mexican peso at lowest levels as Trump nears Presidency,1
 ₹53k cr received in deposits after demonetisation: SBI,1
" Facebook accidentally declares Zuckerberg, 2 mn others dead",1
 &#39;UK&#39;s oldest footballer&#39; looks for new team at 81,0
 Largest ATM maker says recalibration will take 45 days,1
 30 trees felled in protected forest area in Delhi NCR,0
" Centre, 3 PSUs to launch $2 bn clean energy fund",1
 2 Nigerian students arrested for selling drugs in Bengaluru,1
 Man dies in Delhi hospital due to shortage of ventilators,1
 Book PM Narendra Modi for murder: Congress leader,1
 Rajinikanth&#39;s voice too recognisable for Tamil Dangal: Aamir,1
 Deposits of old notes will not enjoy tax immunity: FM,1
 Rahul law-bound to report info on PM Modi to police: Swamy,1
 Software to protect computers in sleep mode developed,1
 Execution of demonetisation could not have been better: FM,1
 HC allows Hindu girl to live-in with 20-year-old Muslim boy,1
 Zotac announces VR Go &#39;backpack&#39; PC with removable straps,1
 Sonia halts speech midway during &#39;azaan&#39; in poll-bound UP,1
 How does an invisibility cloak work?,1
" Viking toolbox opened for first time in 1,000 years",0
 Harvard team builds cigarette-smoking robot,1
 New model claims to solve &#39;biggest&#39; problems in physics,1
 Only 1.5 crore new ₹500 notes have been printed,1
 Jayalalithaa back in ICU due to cardiac arrest,0
 Video: What is Alzheimer&#39;s disease?,1
 Companies grow soil-free food to solve Arctic shortages,1
 I feel possessive about Voldemort: Ralph Fiennes ,1
 Rail ticket booking facility on non-smartphones soon,1
 &#39;You Know What I Mean&#39; song from &#39;Rock On 2&#39; released,1
 US teacher loses 4 months&#39; pay for discussing prostitution,1
" Govt to launch app for Aadhaar-linked e-payment, says IT Min",0
 France&#39;s only erotic museum closes,1
 CRPF deploys women to counter Naxals in J&#39;khand for 1st time,1
 50 planes to fly Gadkari&#39;s daughter&#39;s wedding guests: Report,1
 BMW launches six-door Mini Clubman in India at ₹37.90 lakh,0
 Girl offers to say &#39;bong&#39; for Big Ben&#39;s chimes during repair,0
 Does eating an ice cream actually heat up the body?,1
 Celebratory firing by Hindu Mahasabha leader kills 1,1
" Rajinikanth, Salman being cast together in a film: Report",1
 Clinton calls Trump to concede defeat in US Prez elections,1
 Disney to open Avatar-themed land in 2017,1
 Climate change sceptic made head of US environment agency,0
 Patna-Indore Exp: PM announces ex gratia of ₹2L for deceased,1
 Huawei announces new tablets with 3 year old software,1
 Pak players get involved in scuffle during practice session,0
 A friend of PM Modi is hiding black money: Mulayam Singh ,0
 Thai fish with national flag colours auctioned for ₹1 lakh,1
 Taylor Swift is youngest to win Grammy for Album of the Year,0
 Andy Murray wins his first Paris Masters title,1
" N Korea dictator gets drunk, makes military chiefs cry",0
 Redmayne stands up for Hufflepuff in public announcement,1
 Police ordered to report for duty at 7AM across Tamil Nadu,0
 India register their fifth consecutive Test series win,0
 Mamata offers job to kin of man who died in bank queue,0
 New trailer of animated film &#39;The Boss Baby&#39; released,0
 German leader sends mixed message to Donald Trump,1
 Letter of Request issued for Lalit Modi&#39;s extradition,1
" Apple hikes MacBook prices in India by up to ₹10,000",1
 IIT Kharagpur named top university in India for jobs,1
 Army to use solar energy for disposing old munition,1
 Bollywood divided on SC ruling to play National Anthem,1
" Chikungunya cases fall, dengue cases cross 4,000 in Delhi",1
 Video discusses what leukemia is,1
" Weekly withdrawal limit from banks increased to ₹24,000",1
 Pakistan win 3-match Test series against WI 2-1,1
 Company recalls processors after blade pieces found in food,0
 Karnataka HC dismisses charges against Union Minister&#39;s son,0
 What is the US doing in Yemen’s Civil War?,1
 Iran denies breaching nuclear agreement with world powers,1
 Video shows water jet cutting through iPhone and camera,1
 More to Bengal than one prince: Shastri on Ganguly,1
 I giggle at the pretentiousness of public life: Aishwarya,1
 Mangalyaan was the cheapest Mars Mission in the world,1
 Putin warns artists against &#39;dangerous behaviour&#39;,1
 Govt doubles compensation for martyr&#39;s families,1
 Video explains the mass-energy equivalence equation,1
 Dravid made brand ambassador for Blind T20 WC 2017,1
 The Queen just has to invite me to royal wedding: Priyanka,0
 Ex-IAF Chief&#39;s CBI custody extended in VVIP chopper scam,0
 Indian director&#39;s Down Syndrome documentary wins intl award ,0
 Sindhu becomes highest-ranked Indian shuttler for 1st time,1
 Five female security staff at Afghanistan airport killed,0
 Warner dismissed after being struck by &#39;commentator&#39;s curse&#39;,1
 Ashwin 3rd Indian to make 500 runs &amp; take 50 wickets in a yr,1
" Sehwag, Ganguly attend Yuvraj&#39;s wedding reception in Delhi",0
 Rowling sends Harry Potter ebooks to Syrian girl,1
 President&#39;s visit boosted trust and confidence: Nepal,1
 Art project lets people launch their laugh into space,0
 No one will need black money if society comes together: Shah,1
 Ryanair posts job advert for &#34;Worst Job in Ireland&#34;,1
 &#39;Rekha to play daughter of 43-yr-old actress in Tamil film&#39;,0
 CBSE schools will not accept fees in cash from January 2017,0
 Resistance-less super-current sets new distance record,1
 Uber&#39;s self-driving cabs start picking San Francisco riders,0
 Company uses leaves to make eco-friendly plates,0
 Pakistan&#39;s junior hockey team to play World Cup in India,1
 Collection of Arnab Goswami&#39;s Newshour debates,1
 Censor board is not homophobic: Pahlaj Nihalani,1
 Toddler with Down&#39;s Syndrome lands spot in upcoming ad,1
" ‘Govt clears deal to procure 83 Tejas jets, 464 tanks’",1
 San Francisco airport introduces &#39;therapy pig&#39;,1
 Pro-Russian Rumen Radev elected Bulgarian President,1
 I didn’t get ticket from Delhi because of Jaitley: Swamy,1
 Thieves dig tunnel to steal jewellery vault near Agra,1
 &#39;Alizeh&#39; song from &#39;Ae Dil Hai Mushkil&#39; released,1
" Why Modi isn&#39;t naming black money holders, asks Cong",1
 Indian-origin bus driver&#39;s killer was former mental patient,1
 Hyderabad police seizes new notes worth ₹95 lakh,1
 Swimmers attempt to swim across shrinking Dead Sea,1
 New Zealand town builds special underpass for small penguins,1
 Dressing a certain way doesn&#39;t mean I&#39;m easy to get: Jwala,1
 Twitter reacts to Rathore&#39;s &#39;no black money in films&#39; remark,1
 Oscar Awards 2017 to be hosted by Jimmy Kimmel,1
 In Pictures: Surfers at Praia do Norte in Portugal,1
 Moldovan official flees to US to share info on ₹6k cr theft,1
" Obama cautions Trump against stopping Iran, Paris deal",1
 Mamata Banerjee has credentials to be PM: Baba Ramdev,1
" Don&#39;t hoard currency, sufficient notes in supply: RBI",1
 Truck carrying new notes held in poll-bound TN constituency,1
 Arsenal&#39;s Walcott sets Guinness Record for football control,1
 Melbourne driver refuels during high-speed police chase,1
 Padma Vibhushan awardee musician M Balamuralikrishna dies ,1
 &#39;Fantastic Beasts&#39; script was locked in a safe: Redmayne,1
 4 Indian youth shuttlers caught for age manipulation,1
 Would like to play Dara Singh in his biopic: Akshay ,0
 Indians most confident about jobs in Sep quarter: Nielsen,1
 Delhi roads sprinkled with water to reduce dust pollution,1
 &#39;Top performing institutes will get maximum autonomy&#39;,1
 Why doesn&#39;t winter kill all the fish and plants?,1
 What happens to the brain when we listen to music?,0
" Bowler to take 1st ODI wkt played 1 match, ended with 1 wkt",1
 Brad Pitt 1st to be named People&#39;s &#39;Sexiest Man Alive&#39; twice,0
 In Pictures: 2016 Miss World pageant,0
 AAP is a movement of frustration: Amarinder Singh ,1
" Hope India, Pak resolve water issue themselves: UN chief",1
 Vardy hat-trick helps Leicester rout Manchester City 4-2,1
 Indian contestant Srinidhi Shetty wins Miss Supranational,1
" 80,000 reindeer starve to death due to climate change",1
 TN CM Panneerselvam holds first Cabinet meet,0
" ₹500, ₹1,000 scrapped on RBI&#39;s recommendation: Law Minister",1
 NASA sets Guinness record for highest altitude GPS signal,1
 App turns MacBook Pro&#39;s Touch Bar to a piano,0
 Demonetisation greatest move ever in Indian politics: Kohli,1
 Cash unavailability closing down business: Goa casinos,1
 77 people died of grief over Jayalalithaa&#39;s death: AIADMK,1
 Kejriwal announces assistance of ₹1 cr for Grewal&#39;s kin,1
 &#39;Demonetisation affected Rock On 2 but sacrifice was needed&#39;,1
 Demonetisation has affected everyone: Uttarakhand CM,0
 Pixel captures 10% share in Indian premium smartphone market,1
 I don&#39;t talk about my personal life: Sonam on dating rumours,1
 SA&#39;s Elgar takes diving catch in slips to dismiss Renshaw,1
 Woman leads campaign in Haryana to stop wearing &#39;ghunghat&#39;,1
 Indian fintech startup raises ₹27 cr led by American Express,0
 Volkswagen being probed for destroying documents ,1
 Sushant on cover of Verve&#39;s special edition,1
 India defeat Pakistan to win sixth straight Women&#39;s Asia Cup,0
 Twitter introduces emoji for Ranveer Singh&#39;s &#39;Befikre&#39;,1
" Street in Toronto filled with 10,000 glowing books",1
 Dear Zindagi crew filmed for 24 hrs in Singapore,1
 Dams emit billion tonnes of greenhouse gases per year: Study,1
" India, Pak cannot take Kashmir from each other: Abdullah",1
 Singapore tests self-driving scooters for pedestrians,1
 Taliban won&#39;t last a month without Pak support: Afghan prez,0
 India sets up back channel talks with Trump team: Reports,1
 Depositing black money in banks won&#39;t make it white: Jaitley,0
 Russia is a natural superpower: Syrian President,1
 Donald Trump owns 144 companies in 25 countries,1
 Karnataka&#39;s JD(S) unit calls demonetisation ‘absurd’,0
 Jack Ma&#39;s wealth rose by $5.9 bn to $35.6 bn this year,1
 Trump meeting makes Masayoshi Son $755 million richer,0
 Centre forms review committees 13 days after note ban ,1
" People waiting in bank queues with ludo, scrabble: Renuka ",0
 Sutlej-Yamuna Link dispute continues after 61 years,1
 Putin presents actor Steven Seagal with Russian passport,1
" Penalty imposed in 1,406 cases of stubble burning in Haryana",1
 Russian MPs accuse FIFA 17 video game of &#39;gay propaganda&#39;,1
 Tiger Woods to make competitive golf comeback next month,1
 Gear VR gets social features Oculus Parties and Rooms,0
 Yuvraj-Hazel do the bhangra at Goa airport after wedding,1
 Rate My Professor page for FRIENDS&#39; Ross Geller emerges,1
" India, Japan should respect neighbours&#39; concerns: China",1
 Teen beaten to death after dispute with shopkeeper in Delhi,1
 Syrian aid group slammed over &#39;Mannequin Challenge&#39;,1
 Train from US to Canada collects food for homeless,0
" All 2,376 stranded tourists evacuated from Andaman Islands",0
" Govt producing up to ₹15,000 crore worth currency per day",0
 Action on Zakir Naik shows zero tolerance for terrorism: BJP,1
 Twitter CEO feels &#39;complicated&#39; about Trump&#39;s tweeting,1
 Card transactions rise by 70.5% after note ban: RBI,1
 Farhan Akhtar&#39;s look from &#39;Daddy&#39; revealed,1
 New device bypasses spinal cord injury to restore movement,0
 AIADMK flag raised again after being lowered for sometime,0
 Casio unveils camera with only 1.9-megapixel resolution,0
" Phelps, Bolt nominated for SI&#39;s Sportsperson of the Year",1
" Fish evolve to become 8,000 times resistant to toxic waste",0
" I fear Trump, won&#39;t stay silent: Silicon Valley entrepreneur",1
 Sukhbir Badal wants to kill Kejriwal and me: Bhagwant Mann,1
" I don&#39;t want to become CM, you can insult me: Shivpal",1
 Yemen is a step away from famine: UN,1
 New tab-less browser &#39;Colibri&#39; developed,1
 Clothing store launches &#39;Fantastic Beasts&#39; inspired line ,1
 Jaya had been once attacked by MLAs in TN Assembly,0
 ₹15 lakh in banned currency recovered from Gurugram resident,1
 One-day national mourning declared on Jayalalithaa&#39;s demise,0
 Team India attends Yuvraj-Hazel&#39;s sangeet in Mohali,1
 Microsoft calls new MacBook Pro a &#39;disappointment&#39;,0
 Harvard bans male soccer team on lewd remarks on female team,1
 Oldest lion of Gujarat&#39;s Gir forest dies,1
 Clinton campaign shows support for US election vote recount,1
 Not begging BCCI to play us: Pakistan Cricket Board Chairman,1
 People mourn &#39;untimely death&#39; of ATM after it stops working,1
 Trump picks climate change sceptic to lead EPA transition,1
 Kabaddi players walk the ramp at Lakme Fashion Week,1
 Man exchanged beer cans to travel from Scotland to India,1
 Japan passes bill to lift ban on casinos,0
 Asked Mistry to step down as Tata Chemicals Chairman: Bhat,1
 Offenders given time to pay fines amid scrapping of notes,1
 Pakistan to host first Davis Cup tie in 13 years,1
 Bank manager dies in office after spending 3 days at work,1
" Virat is so smooth, like milk chocolate: Geoff Boycott",0
 &#39;Gay footballers would perform better if they came out&#39;,1
" Private Delhi hospitals directed to accept cheques, drafts",1
 Couple asks for toys for sick kids instead of wedding gifts,0
